iter	RMSE
492	0.003626805656
493	0.003608574132
494	0.003591547134
495	0.003566256626
496	0.003552029354
497	0.003549739428
498	0.003535942358
499	0.003530787181
500	0.003528418416
501	0.003527003552
502	0.003514073536
503	0.00350054793
504	0.003499038379
505	0.003477039049
506	0.003468688368
507	0.00346640784
508	0.003451533482
509	0.00343411842
510	0.003424754393
511	0.003422643275
512	0.003415526461
513	0.003414358415
514	0.003400836318
515	0.003399186514
516	0.003390257312
517	0.003374612742
518	0.003363907838
519	0.003353132837
520	0.003335700312
521	0.003317732106
522	0.003315900435
523	0.003306361371
524	0.003289462002
525	0.003276982589
526	0.003265246121
527	0.003256635102
528	0.003237265273
529	0.003224598533
530	0.003213477675
531	0.003196677673
532	0.003180288924
533	0.00316468926
534	0.003159284326
535	0.003153274503
536	0.003138260883
537	0.003135404567
538	0.003120896699
539	0.003100740213
540	0.003098889394
541	0.003087115091
542	0.003072275833
543	0.003057928422
544	0.00303842884
545	0.003025057894
546	0.003023233915
547	0.003012228262
548	0.003009036906
549	0.002997098662
550	0.002995334408
551	0.002989029079
552	0.002979062953
553	0.002971860628
554	0.002959583672
555	0.002958172764
556	0.00295162244
557	0.0029497955
558	0.002936442087
559	0.002918653997
560	0.002902535521
561	0.002888736036
562	0.002876886769
563	0.002875288271
564	0.00286834333
565	0.002856248266
566	0.002845622831
567	0.002834607939
568	0.002832633873
569	0.002831260086
570	0.00281719123
571	0.002810911623
572	0.002798908286
573	0.002792739279
574	0.002781032594
575	0.002775453218
576	0.002767184904
577	0.002755956286
578	0.00274337755
579	0.002737858341
580	0.002730816645
581	0.002720138243
582	0.002707532676
583	0.002701416342
584	0.002694126007
585	0.002688801644
586	0.00268335968
587	0.002679202163
588	0.00266755788
589	0.002661404481
590	0.002645877596
591	0.002636359774
592	0.002624927819
593	0.002616236035
594	0.002610667704
595	0.002609776284
596	0.00260696814
597	0.002597998191
598	0.002590190619
599	0.002588829526
600	0.002579579724
601	0.002564369366
602	0.002558974793
603	0.002558182998
604	0.002550030736
605	0.002539756904
606	0.002532977115
607	0.002524050185
608	0.002516832944
609	0.002506180364
610	0.002498292847
611	0.002493722588
612	0.002488094401
613	0.002480989917
614	0.002471985961
615	0.00246673777
616	0.002463672573
617	0.002461976794
618	0.002448099111
619	0.002445114952
620	0.002431316785
621	0.002422655174
622	0.002413682906
623	0.002400207858
624	0.002390299201
625	0.002384907739
626	0.002378563977
627	0.002377544633
628	0.00236088591
629	0.00236003358
630	0.002353708169
631	0.002345311751
632	0.002337423405
633	0.00232638276
634	0.002322302365
635	0.002321708979
636	0.002315230914
637	0.002308107508
638	0.002307326568
639	0.002295351865
640	0.002285639564
641	0.002278256116
642	0.002276246029
643	0.002267059018
644	0.002257860589
645	0.002249800083
646	0.002243292029
647	0.002234296555
648	0.002226576866
649	0.002218921918
650	0.002211968305
651	0.002203393876
652	0.002194398924
653	0.002186196763
654	0.002179262235
655	0.002174115534
656	0.002169210305
657	0.00216260071
658	0.00215748957
659	0.002151929868
660	0.00214058568
661	0.002139443148
662	0.002138869532
663	0.002135458595
664	0.002126465831
665	0.002115054696
666	0.002111791091
667	0.002107337247
668	0.002101552094
669	0.002093667102
670	0.002092648324
671	0.002083940543
672	0.002075835113
673	0.002071654453
674	0.00206536513
675	0.002060906211
676	0.002053012139
677	0.002047634015
678	0.002046362116
679	0.002038055579
680	0.002034411799
681	0.002030176942
682	0.002025302715
683	0.002015975924
684	0.002011610776
685	0.002006998923
686	0.002005404026
687	0.00200060579
688	0.002000085128
689	0.001996964602
690	0.001989910173
691	0.001979673419
692	0.0019713321
693	0.001964414907
694	0.001955442892
695	0.001954236423
696	0.001951197795
697	0.001946511264
698	0.001943582679
699	0.001935224324
700	0.001931393108
701	0.001928883836
702	0.001928463867
703	0.001926869477
704	0.001926210872
705	0.001918614153
706	0.001912673298
707	0.001912243868
708	0.001905263641
709	0.001904565813
710	0.001896984254
711	0.001892217454
712	0.00188568559
713	0.001881843537
714	0.001873316397
715	0.001866298429
716	0.001865729095
717	0.001864612036
718	0.001857057136
719	0.001850500612
720	0.001846218204
721	0.001842167687
722	0.00184090525
723	0.001835813851
724	0.001827817976
725	0.001826429319
726	0.001818889238
727	0.0018139335
728	0.001813394172
729	0.001806101363
730	0.001799133084
731	0.001795784092
732	0.001791135703
733	0.001786984968
734	0.001783894369
735	0.001777888249
736	0.001777507522
737	0.001771300396
738	0.001765424494
739	0.001759967666
740	0.001754437358
741	0.001751562469
742	0.001748634212
743	0.001747906527
744	0.001738918029
745	0.001738108537
746	0.001732521118
747	0.001725019019
748	0.001721696972
749	0.001716060563
750	0.001709334806
751	0.001705758546
752	0.001702221871
753	0.001699086875
754	0.00169643421
755	0.001692890167
756	0.001688707157
757	0.001687041053
758	0.001682838328
759	0.001681332789
760	0.001674096662
761	0.001672584517
762	0.001667686566
763	0.001662042514
764	0.001655098106
765	0.001650677704
766	0.001649109634
767	0.001647625034
768	0.001641181683
769	0.001634941351
770	0.001627509741
771	0.001626917588
772	0.001624272433
773	0.0016194827
774	0.001614269993
775	0.001609861503
776	0.001603234213
777	0.001597422113
778	0.001590926521
779	0.001586379243
780	0.001582427648
781	0.00157927888
782	0.00157695586
783	0.001574642991
784	0.00157385535
785	0.001567987769
786	0.00156626789
787	0.001565744751
788	0.001560380139
789	0.001556729025
790	0.001554488144
791	0.001552760768
792	0.001550062491
793	0.00154698691
794	0.00154626343
795	0.001540269465
796	0.001539000067
797	0.001538535633
798	0.001535986132
799	0.001535266079
800	0.001529629661
801	0.001526291028
802	0.001521029112
803	0.001514429247
804	0.001510837253
805	0.001507126315
806	0.001505124127
807	0.001501262623
808	0.001500404363
809	0.001498377962
810	0.001493838857
811	0.001488972808
812	0.001483527561
813	0.001482603218
814	0.001475163934
815	0.001472831797
816	0.0014684807
817	0.001464864715
818	0.001462369346
819	0.001461720175
820	0.001459163201
821	0.001454775678
822	0.001452298823
823	0.001447151227
824	0.001441215214
825	0.001437821905
826	0.001435784214
827	0.001432170941
828	0.001427485716
829	0.001424048522
830	0.001421357271
831	0.001420962889
832	0.001416505472
833	0.001416149602
834	0.001413770771
835	0.001410341252
836	0.001409708629
837	0.001406412829
838	0.001398955898
839	0.001395941274
840	0.00139566388
841	0.001393391189
842	0.001391632634
843	0.001389032033
844	0.001386561221
845	0.001384195208
846	0.001379315724
847	0.001376072552
848	0.001371912383
849	0.001369782054
850	0.001366260061
851	0.001365989466
852	0.001362545343
853	0.001358691199
854	0.001358006046
855	0.001353683349
856	0.001351407666
857	0.001349540283
858	0.001347038227
859	0.00134087801
860	0.001337417491
861	0.001336266322
862	0.001332754907
863	0.001327522603
864	0.001326775403
865	0.001322945253
866	0.001321488301
867	0.001318510832
868	0.001314598843
869	0.001309428488
870	0.001305064413
871	0.001304581993
872	0.001300969377
873	0.001294702575
874	0.0012908085
875	0.001290249127
876	0.001285953447
877	0.001282977432
878	0.001276081431
879	0.001274346304
880	0.001270233672
881	0.001268375627
882	0.001264783113
883	0.001260848788
884	0.001257725488
885	0.001253286951
886	0.001249510834
887	0.001247757581
888	0.001244947723
889	0.001242709603
890	0.001242290041
891	0.001239000657
892	0.001237364852
893	0.001236976691
894	0.001234040364
895	0.001232950677
896	0.001229001824
897	0.001226576148
898	0.001225825982
899	0.00122317523
